giniIndex,percentHsEdu,percentBachelorsEdu,medianHouseholdIncome,ueRate,uninsuredRate,medianAge
0.41929999,92.900002,54.299999,91157,4.2532468,6.3000002,39.299999
0.37549999,96,63.400002,130203,4.7868061,3.2,38.900002
0.45210001,91.800003,44,96463,5.0079393,8,40.5
0.42539999,94.400002,53.099998,106039,6.9082718,7.4000001,44
0.38710001,92.599998,48.599998,87688,6.5018573,7,36.900002
0.4104,91.300003,65,120911,5.5256867,7.9000001,42.099998
0.24429999,100,14.5,53859,12.643678,17.5,46.700001
0.42950001,93.900002,49.900002,107215,5.0918393,4.9000001,44
0.40009999,95.099998,62.900002,102851,4.6799355,5.4000001,39.299999
0.38190001,95,57.299999,128623,4.7972088,2.5,43.599998
0.456,90.300003,42.400002,106858,2.4871984,5.5999999,49.5
0.38170001,96.900002,47.299999,100931,3.8116591,2.4000001,47.599998
0.42789999,96.199997,46.099998,102928,6.5650148,3.7,48.900002
0.32949999,93.199997,30.700001,79702,3.9444849,5.1999998,42.400002
0.398,95.300003,48.799999,93026,6.6975784,3.9000001,44.099998
0.3689,90.699997,44.799999,86875,7.6984925,9.1000004,42.299999
0.4578,92.800003,44,78920,5.8933969,3.5999999,52.599998
0.37189999,77.199997,22.5,59009,12.450067,18,36
0.43430001,96,56.299999,137063,5.5185742,4.5,49.099998
0.38119999,89.800003,15.7,67080,5.6432247,16.1,38.299999
0.48269999,96.699997,66.5,150994,4.7619047,3.3,47.299999
0.4156,91.699997,47.200001,80423,6.3919258,7.8000002,38.700001
0.4181,94.5,56.200001,115785,4.9321022,4,41.700001
0.38839999,97.400002,56.900002,120173,5.1376867,4.6999998,41
0.39669999,91.300003,25.299999,73196,4.3031383,8,38.200001
0.41530001,95.699997,40.700001,97319,4.1744161,3.2,48.200001
0.4061,92.599998,38.299999,102664,10.014395,10.5,41.900002
0.41249999,96.300003,63.900002,101928,4.956831,5.5999999,36.5
0.4517,97.300003,52.599998,130352,3.90625,2.9000001,43.400002
0.40959999,92.099998,50.5,89617,5.7714181,6.0999999,31.200001
0.3836,93,38.400002,93650,6.4899678,4.8000002,41.200001
0.17990001,100,89.5,,0,0,56.5
0.38609999,90.800003,34.400002,83389,6.2330179,6.6999998,39.400002
0.44510001,70.400002,15,51389,3.6836028,20.5,33.099998
0.39500001,91.599998,32.799999,87357,5.3802309,7.0999999,36.599998
0.43560001,85.699997,23,60887,8.4356022,9.5,42.299999
0.41510001,98,57.799999,125694,3.8834951,0.89999998,45.599998
0.417,92.400002,36.799999,78974,4.621479,9.3000002,41
0.40439999,91.400002,32.5,74985,6.8977714,7.9000001,38.5
0.4251,93.300003,46.700001,90555,5.5355983,7.0999999,41
0.4138,93.599998,47.400002,91324,5.054348,7,38.599998
0.41170001,88.599998,26.6,68693,5.4380889,8.3000002,43
0.36039999,90.800003,21.5,81545,5.8248916,9.6999998,36.099998
0.39950001,79.400002,23.700001,62179,10.464606,16.5,37.5
0.41890001,93.699997,25.6,75226,5.4709802,5.1999998,45.5
0.38569999,96.599998,50.299999,106012,4.4250064,4,38.599998
0.28490001,95.5,49.099998,83750,3.9432178,1.5,44.599998
0.4826,94.400002,55.900002,134387,5.0698299,1.8,48.5
,,,,,,
0.48449999,61.799999,20.700001,38413,9.5012369,21.799999,23
0.41670001,89.699997,47.799999,88512,7.1977787,8.1000004,36.900002
0.47510001,96.800003,68.400002,75913,4.9323492,6.1999998,35.5
0.6074,93.900002,70.300003,85221,6.1881351,5.6999998,35.299999
0.57249999,66.800003,33.099998,35449,8.2855988,7.0999999,41.799999
0.56800002,96.5,80.400002,104441,4.8774862,4.4000001,32.599998
0.4436,98.599998,90.5,140450,3.6680422,6.5,35.599998
0.45879999,99.300003,88.5,154213,2.6643748,4.3000002,30.200001
0.4386,99.400002,93.199997,145893,1.6635859,2.0999999,30.700001
0.48030001,93.099998,76.800003,242644,1.2380707,0.80000001,35.400002
0.5334,87.5,58.799999,60521,4.9559031,7.5999999,36.799999
0.52450001,95.800003,78,115084,3.7177541,4,34.599998
0.56150001,95.199997,78.300003,123208,4.2421665,4.4000001,39.799999
0.53750002,94.199997,79.599998,104561,3.2836559,4.9000001,34.5
0.63849998,80.699997,61.799999,106056,3.7702293,5.4000001,37.799999
0.53789997,99.099998,85.099998,127973,5.2852612,3,36.799999
0.50470001,95.699997,77.900002,109250,4.4210768,3.5999999,33.299999
0.50410002,97.699997,82.5,118469,2.5177367,5.0999999,39.900002
0.49970001,92.400002,72.099998,107861,3.4868886,7.5999999,32
0.55369997,95.199997,72.199997,99063,5.1637063,5.0999999,39.599998
,,,,,,
0.57080001,98.800003,82.800003,123842,1.9475933,3.4000001,40.200001
0.56819999,97.599998,82.199997,133208,2.1451166,2,47.700001
0.56300002,97,81.199997,123951,3.9284747,3.5999999,42.599998
0.57349998,95.199997,79.800003,126107,3.1621783,4.6999998,43.099998
0.59420002,90.300003,67.5,82352,7.065207,4.9000001,41.700001
0.5801,83.300003,43.700001,54349,7.4259958,7.4000001,34.400002
0.5704,83.300003,47.400002,45536,5.4555302,8.1000004,30.700001
0.56379998,97.400002,83.099998,119203,2.5158777,4.1999998,38.799999
0.6164,75.699997,33.099998,34015,12.193387,9.1000004,34
0.57349998,77.5,31,36118,13.438363,10.3,34.700001
0.50089997,72.099998,33.799999,44040,7.8839183,14.8,34.799999
0.4896,69.699997,30.700001,41890,9.3817711,13.4,34.599998
0.47830001,69.599998,35.400002,53044,11.829782,9.6999998,36
0.4637,73.099998,31.6,50909,9.3642893,9.8000002,36.400002
0.56349999,68.300003,24.6,27932,9.381464,13.1,36.5
0.51620001,92.900002,74,93707,4.8966913,5.4000001,37.099998
0.51730001,85.699997,38.5,39979,12.962246,8.5,34.400002
0.56849998,82.699997,58.200001,85032,5.4849029,5.4000001,35.599998
0.5291,80.199997,28.5,34197,15.550133,10.1,32.799999
0.46250001,71.400002,35.200001,47189,10.227407,10,36.599998
0.48519999,89.599998,63.299999,92623,5.6772237,7.0999999,41.5
0.5715,98.699997,82,124322,2.8930073,2.5999999,40.299999
0.57099998,99.099998,85.099998,137105,5.5076923,3.5,35.400002
0.56519997,97.400002,78.5,129594,3.9721658,3.3,42.599998
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.55260003,97.199997,82.199997,111937,3.5760028,3,38.700001
,,,,,,
,,,,,,
,,,,,,
0.3698,100,89.699997,182530,0,4.9000001,43.599998
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.47229999,99.099998,89,161419,4.617691,4.9000001,38.200001
0.4404,98.300003,84.199997,,2.324059,1.2,35.299999
0.51239997,86.300003,36.299999,55818,5.5477805,7.3000002,37.900002
0.46619999,83.599998,23,60968,6.2187872,11.4,33.599998
0.5061,81.400002,24.700001,59898,4.8442249,8.6999998,31.9
0.56410003,83.599998,31.299999,54567,5.8410211,9.3999996,38.299999
0.4296,85.599998,32.099998,76044,6.9341059,6.9000001,39.5
0.44569999,89.900002,30.6,80025,5.3179722,3.7,42.900002
0.45109999,91.800003,36.5,81356,5.8156028,5.8000002,37.799999
0.3908,92.300003,33,91953,6.8147368,4.5,43
0.4174,92.5,33.200001,100343,3.5414343,3.8,40.400002
0.4745,85.800003,32.799999,69838,7.0002813,10.5,36.5
,,,,,,
0.41639999,92.900002,34,90797,5.1799765,2.7,42.099998
0.4377,90.300003,32.5,80956,5.1068554,5,41.400002
0.56209999,69.800003,18.9,26979,10.321168,10.6,33.299999
0.46869999,64.599998,13.9,27206,10.768877,13.8,31.1
0.49520001,66.400002,13.2,24421,12.634528,11.6,30.1
0.53060001,57.700001,9.1000004,21542,11.843929,15.6,29.4
0.505,59,10.9,25489,13.434158,13.4,31.1
0.5126,64.400002,12.7,26724,13.529501,11.1,30.5
0.49520001,64.400002,12.8,27036,14.387178,12.6,29.4
0.48210001,67.400002,14.5,32129,13.724112,13.3,28.9
0.51609999,62.799999,11.6,25762,7.9094849,13.2,30.9
0.50059998,62.400002,12.7,25948,16.403419,11.2,31.6
0.44929999,80.099998,27,55847,8.3349333,10,38.200001
0.43810001,78.400002,24.5,49962,12.028275,8.8000002,35.799999
0.48879999,81.599998,39.5,58881,8.3536711,7.8000002,38.799999
0.38850001,92,37,87853,7.6705694,7.0999999,44.799999
0.4497,83.199997,25.700001,74079,7.7867351,6.5,41.700001
0.46579999,79.199997,22.6,49906,10.824728,10.7,36.299999
0.47600001,73.599998,18.799999,35381,14.082122,11.8,33.900002
0.47,67.800003,16.299999,35398,12.42779,14,32
0.4375,79.900002,25,61090,10.089581,8.8000002,39.299999
0.44499999,80.199997,29.4,56658,6.8586926,8.5,41.299999
0.47960001,92.5,54.900002,80932,7.7363367,4.6999998,42.900002
0.48980001,61.900002,11.5,30593,12.441131,15,32.400002
0.49470001,75.099998,17.4,38924,11.984634,6.9000001,35.5
0.5165,63,11.1,25896,10.656098,15.2,29.9
0.41549999,85.199997,25.799999,48734,8.2268105,5,45.599998
0.3716,93.900002,48.099998,146250,4.5321636,1.8,47.900002
0.42230001,96.400002,66.5,159444,5.3420196,3.8,46.599998
0.52139997,100,81,,0,0,61
0.50620002,97.699997,82.300003,213234,4.3831568,2.4000001,45.099998
0.51819998,100,55.299999,,1.5075377,5.5999999,38
0.51209998,98.099998,76.699997,217607,3.5196688,0.69999999,44.900002
0.59359998,75.699997,37,56736,9.1733875,15.1,35.700001
0.40040001,89.199997,38.799999,97286,4.6138945,10.1,40.799999
0.46630001,96.199997,72.699997,160944,4.7353759,2.5,44.099998
0.33919999,92.699997,33.200001,107201,5.5031447,4.3000002,40.799999
0.43270001,93,35.200001,92945,6.9950361,5.5999999,46.5
0.46070001,99.099998,88.5,,4.5424728,0.30000001,41.299999
0.4754,97.5,52.700001,101071,3.8818846,4.1999998,47
0.32550001,94.300003,37.700001,90125,8.9494162,3,43.099998
0.3784,98.400002,81.5,193472,18.181818,2.4000001,51.900002
0.46689999,100,57,,0,0,45.400002
0.4835,93.400002,60.700001,100417,5.7256236,4.6999998,46.200001
0.447,94.699997,60,126988,5.4785991,5.3000002,40.200001
0.42300001,82.300003,41.200001,93033,6.0301509,13.8,34.799999
0.46439999,95.900002,52.099998,125912,6.3302345,2.5,49.400002
0.51499999,92.5,65.199997,123357,7.9161816,3.5,45.299999
0.259,94.900002,67.5,158977,5.4421768,1.5,46.200001
0.5284,91.5,53,116026,5.4656487,4.0999999,40.5
0.44220001,97.300003,67.900002,103950,5.3754725,4.0999999,47.700001
0.39610001,90.800003,45,100278,5.9063134,2.0999999,44.200001
0.53250003,97.300003,72.400002,142869,3.418354,1.6,41.799999
0.39750001,95.5,50.299999,65294,5.0955415,0,46.900002
0.484,96.599998,68.900002,168490,2.766151,3,44.799999
0.36340001,94.699997,52.200001,100729,4.0627885,2.8,47.599998
0.51389998,97.5,80.5,165735,4.8184357,1,39.700001
0.42500001,93.900002,37.799999,107296,5.1227112,5,41.700001
0.54210001,87.099998,51.5,94246,6.2763343,7.0999999,41
,100,57.599998,,0,16.4,52.200001
0.4271,95.5,73.699997,178611,0,0,44
0.384,91.900002,41,97708,8.4103918,5,43.400002
0.43959999,94.099998,35.799999,80369,4.1289592,3.0999999,46.400002
0.52310002,86.300003,53.299999,105642,3.6947439,10.9,41.700001
0.47150001,80.300003,18.9,43900,10.222866,11.5,34.799999
0.46950001,89.400002,41,74386,7.5697212,7.4000001,44
0.44220001,85,31.700001,68644,6.3840833,8.6999998,40.299999
0.48649999,95.800003,59.799999,138875,3.0757401,6.4000001,49.200001
0.46079999,80.099998,37.599998,74226,5.3970656,15.5,39
0.477,78.5,27.200001,54709,6.8001862,11.9,39.5
0.43329999,93.699997,48.099998,114207,5.4768562,3.9000001,44.099998
0.44960001,96.400002,66.5,132601,6.2433543,3,40.299999
0.51130003,75.599998,33.700001,76097,6.9481459,18,38.099998
0.52859998,99.300003,75,195167,2.7366021,2,51.5
0.58359998,94.800003,71.800003,213173,13.738227,4.5999999,20.299999
0.37549999,100,51.099998,105625,0,8.3000002,37.900002
0.39089999,93.5,40.599998,116223,3.4468353,1.4,42.599998
0.52600002,95.900002,74.400002,178333,3.6318343,1.7,43.299999
0.51950002,96.800003,78.400002,186053,4.370585,1.5,43.5
0.34439999,90.400002,37.299999,76777,7.0895524,7.3000002,52
0.47819999,96.099998,59.799999,94901,5.5278883,2.0999999,57.799999
0.46259999,97.599998,65.400002,135000,3.9782016,3.0999999,45.200001
0.50840002,83.900002,46.900002,89478,6.3152199,8.8999996,39.400002
0.37580001,89,48,144750,3.7037036,2.5999999,41
0.47690001,88.099998,42.799999,108586,7.3970299,4,38.099998
0.34150001,89.900002,26.9,92283,12.45509,3.4000001,36.700001
0.35820001,100,94.199997,,0,0,52.099998
0.4235,95,51.299999,121250,3.6677725,2,44.299999
0.5765,86,54.5,74177,6.4895816,9.3000002,37
0.42930001,92.400002,51.5,100013,7.2503171,7.8000002,38.900002
0.54629999,89.300003,43.299999,88750,7.3388638,8.3999996,40.400002
0.47979999,91.199997,58,111201,4.3871365,7.5,43
0.4774,79.800003,41.5,79379,9.8526974,17.5,35.400002
0.40970001,89,50.799999,139135,4.1393237,7.4000001,43.700001
0.5122,77.599998,27.4,46519,8.4935379,11.8,36.200001
0.4562,80.599998,29,60068,9.1422348,8.6999998,37.799999
0.40239999,87.599998,31,74908,5.5871925,7,41
0.495,75,24.200001,49110,10.274398,14.2,34.799999
0.4786,97.5,72.300003,132981,4.7677512,3.7,45.299999
0.48140001,94.5,52,83445,6.0186849,7,40.5
0.54890001,94.199997,62.5,106808,7.8459706,4.0999999,43.799999
0.4481,92.300003,54.900002,113643,2.7788351,3.3,43.700001
0.44080001,90,42,85417,6.7550678,5.5999999,43.400002
0.49630001,76.099998,31.5,58736,8.3688393,13.9,36
0.52929997,94.800003,63.299999,146833,5.3133302,3.4000001,39.700001
0.447,97.5,79.599998,179527,4.1173444,1,46.200001
0.44330001,82.800003,36.700001,66006,7.4596019,11.9,41.5
0.45289999,92.300003,48.299999,94465,3.9857473,5.3000002,43.700001
,100,100,,0,0,
,,,,,,
0.39950001,93.400002,56.200001,127563,9.4313927,6.5999999,37.799999
0.26429999,93.699997,30.1,131417,11.764706,3.9000001,58.900002
,88,0,,0,0,55.200001
0.38569999,93.599998,33.5,104238,3.892688,4.5999999,41.900002
0.4391,96,33.200001,99950,18.061224,4.0999999,40.400002
0.3477,94.699997,33.900002,102730,3.7207918,3.8,39.099998
0.34220001,85.599998,29.4,100341,8.0568724,11.8,43.799999
0.3926,90.199997,42,107036,7.3915701,4.5,43.799999
0.37599999,94.699997,27,86429,6.0544906,1.6,44.400002
0.35229999,90.199997,43.700001,98333,2.9891305,5.0999999,36.5
0.41209999,85.699997,28.4,82813,5.9441972,10.7,37.799999
0.4492,92.400002,38.400002,95468,5.0430317,4.5999999,43.200001
0.39250001,89.5,23.299999,84079,6.7025237,6.4000001,49.5
0.37630001,91.599998,37.200001,77813,4.084507,8,36.599998
0.45590001,72.5,21.799999,56862,6.6788654,12.2,33.5
0.37310001,95.400002,39.5,74423,4.6511626,4,41.900002
0.32710001,95.699997,48.900002,131832,4.6725073,4.4000001,40.799999
0.39230001,88.199997,29,68819,6.405694,9.1999998,39
,100,51.400002,,0,0,59.900002
0.26429999,94.5,18.5,95320,2.4128687,5.8000002,30.700001
0.45789999,86.900002,22.1,60094,4.9547234,8.1000004,37.599998
0.42590001,90.800003,24.6,66812,5.8055153,5.0999999,40.700001
0.44530001,85.099998,28.4,72573,4.5312419,3.5999999,22.700001
0.51059997,83,29.700001,56236,6.7070918,6.5,19.700001
0.1215,100,33.700001,,13.157895,0,45.5
0.4154,90.099998,46.700001,100472,5.1124744,3.5,43.799999
0.41330001,94.199997,58.700001,124606,6.2249484,3,45
0.3484,87.099998,33.5,102396,3.3422461,6.3000002,41.299999
0.47929999,91.400002,55,83977,3.4103658,7.9000001,43
0.42019999,90.300003,47.5,105000,3.5179152,2.4000001,47.099998
0.4271,88.599998,13.3,73438,3.8202248,8.1000004,43
0.53399998,94.400002,48.200001,121528,6.8775792,5,52.200001
0.4438,90.199997,43.099998,100962,4.8407807,4.6999998,43.599998
0.56129998,94.5,69.800003,102847,1.3137558,2.8,50.299999
0.47409999,94.199997,22.200001,83333,8.6526575,4.5999999,44.900002
0.40669999,90,41.799999,88919,9.224576,8.3999996,43.200001
0.43939999,96.099998,30.6,85398,10.013908,7.1999998,40.299999
0.37130001,93.900002,38.200001,88558,6.9780221,5.8000002,42.599998
0.4752,100,28.1,,6.1855669,0,44.299999
0.50160003,87.800003,45.799999,59896,9.4771242,3.5,36.900002
0.50870001,75.599998,22.9,55277,8.8128939,13.7,27.5
0.21250001,100,0,71292,0,0,45.700001
0.4014,93.400002,33.799999,98516,7.065146,5.1999998,42.799999
0.48359999,91.800003,52.099998,112831,3.628602,2.7,44.599998
0.34119999,92.599998,41.700001,122098,7.7862597,5.8000002,44.5
0.13150001,93.199997,11.4,173710,6.4935064,21,33.299999
0.40830001,94.900002,53.400002,126959,2.8957529,0.5,42.900002
0.4522,96.300003,55.099998,105972,5.4634748,4.1999998,48.099998
0.3475,91,29.799999,81154,0,10.5,45.099998
0.37020001,92.199997,48.099998,107690,6.2339096,7.1999998,46
0.4698,94.699997,43.400002,94091,5.0862761,2.4000001,46.5
0.37819999,94.300003,37.200001,95107,5.3556657,2.3,42.200001
0.4228,77.599998,12,56154,5.910543,9.6000004,34
0.39489999,94.599998,50.5,145313,1.6933208,3.0999999,46.400002
0.28349999,100,70.099998,100234,3.4398034,0,21.200001
0.38319999,93.800003,33.400002,88548,8.6068115,11,41.400002
0.3969,91,45.299999,104890,5.2302251,4.4000001,42
0.3811,87.800003,28.9,94746,6.4929891,7.0999999,38.200001
0.37459999,91.599998,40.099998,93315,6.319418,4,44.5
0.50120002,98.5,41.099998,51801,0,0,83.099998
0.3757,90.5,33.400002,102023,5.7906461,6.5999999,41.5
0.53149998,92.400002,57.700001,118906,5.9884315,2.8,45.5
0.51590002,94.199997,66.199997,93598,5.1535206,4.9000001,48.200001
0.48280001,90.199997,58,111607,4.062573,6.3000002,38.799999
0.55839998,90.599998,51.400002,101824,3.9060116,3.5,34.299999
0.49869999,96.300003,71.5,182000,4.990263,2.4000001,46.599998
0.40830001,91.300003,48.299999,118457,4.4642448,5.8000002,43
,71.400002,20.4,,,,84.699997
0.53469998,93.099998,62.5,112567,4.4227061,6.8000002,41.5
0.44209999,75.5,14.8,53875,11.021143,13.4,35.099998
0.54110003,85.699997,45.400002,57866,7.8186402,8.8000002,34.799999
0.4698,83.199997,46.5,60436,6.5391822,12.4,33.299999
0.42950001,86.699997,48.900002,65229,6.5681114,12.9,33.799999
0.4404,86.5,45.900002,63122,5.5293746,14.7,38.599998
0.4391,86.699997,49,68050,5.6715779,9.1000004,35.099998
0.45789999,85.199997,47.700001,60725,8.3832579,10.6,35.599998
0.3732,99.699997,85.300003,137452,1.3763764,9.3999996,31.5
0.52890003,93.599998,72.599998,116446,6.2612343,6.3000002,35
0.44819999,86.300003,22.5,48140,8.0639105,9.6999998,39.5
0.48730001,72.900002,25.799999,47341,7.5760565,8.3999996,34.400002
0.52749997,81.599998,44,51574,8.9962368,7,30
0.55010003,72.199997,26.700001,34122,11.046961,9.8000002,29.200001
0.52029997,76.900002,15.2,35809,11.229645,8.8999996,34
0.50370002,79.199997,14,39588,8.4374275,8.3999996,32
0.4795,88,49.099998,69578,6.5210915,7.4000001,40.5
0.47150001,88.699997,35.299999,62202,6.6084523,7.1999998,35.099998
0.53680003,83.599998,48,66113,5.8220797,7.5999999,30.6
0.55330002,76.099998,13.6,25677,16.237301,9.6999998,35.099998
0.49939999,81.800003,26.4,40604,8.7523565,11.5,34
0.46700001,74.800003,30.700001,53151,6.6024699,11.5,39.5
0.47780001,92.599998,74.5,116893,4.3342543,5,35.5
0.50819999,86,43.5,56025,8.1935015,10.5,34.200001
0.5151,88.900002,66.300003,99085,5.95435,5.5999999,35.099998
0.48339999,82.199997,43.799999,64152,6.3970966,9.6000004,33.400002
0.48930001,66.199997,18.5,37665,6.2735634,7.8000002,27.799999
0.47600001,51.900002,19,42559,7.4368978,18.200001,33.700001
0.50169998,76.699997,27.700001,47170,12.541001,13.1,31.5
0.45320001,90.699997,56.200001,78287,5.1003885,11.1,35
0.51749998,77.900002,30.799999,46310,8.5887747,9,36.200001
0.54210001,80.400002,35.099998,31630,12.722454,7.1999998,45.799999
0.4914,86.900002,36.599998,51926,10.343914,10.6,34.700001
0.4795,82.800003,27.1,48495,8.4410858,12.9,34.099998
0.47080001,78.800003,32.400002,63697,7.6104746,6,40.400002
0.47639999,83.900002,37.700001,59287,7.218442,6.9000001,40.5
0.54140002,82.300003,40.5,46013,7.107501,9.8999996,33.5
0.55589998,86.599998,61.700001,93575,7.9262123,5.1999998,36.200001
0.45519999,65.5,27.9,53908,7.4868445,16.4,33.5
0.5309,77.599998,23.200001,36009,8.2444963,9.8999996,33.200001
0.43779999,89,34,79490,8.6032534,6.6999998,40.400002
0.52270001,87.400002,45.799999,49653,6.835125,9.6000004,44.299999
0.43040001,85.699997,27.200001,63700,6.9839168,8.3000002,37.900002
0.46759999,65.300003,27.700001,51269,9.5342302,22.5,30.299999
0.49399999,90.599998,60,79013,6.25,7.1999998,35.599998
0.4474,77.099998,18.6,26002,8.7243118,4.3000002,47.700001
,,,,,,
0.49329999,74.099998,20.5,44512,5.1343007,21.9,44.200001
0.48190001,70.300003,19.799999,38370,4.4506764,22.4,42.299999
0.4314,78.099998,20.5,59712,4.5679646,15,38
0.4267,86.099998,37.200001,81053,5.7423873,7.4000001,44.799999
0.44620001,84,31.700001,65932,4.3584175,13.9,43.5
,,,,,,
0.44029999,93,51.299999,84476,4.8215208,4.5999999,48.400002
0.41670001,88.900002,42.200001,82020,5.6184034,8.6999998,41.299999
0.42399999,90.5,45.099998,80828,5.5471778,5.6999998,48.900002
0.4637,96.199997,51,97784,4.486835,5.5999999,45.299999
0.43619999,88.900002,43,71030,4.7859755,8.3999996,44.700001
0.45539999,86.099998,35.5,63455,9.2284679,9.1000004,41.299999
0.45320001,87.900002,43.200001,67115,9.2364883,4.8000002,40.5
0.44980001,84.400002,38.200001,58924,5.9022503,7,35
0.41980001,61.700001,12.9,47862,5.6358781,26.299999,32
0.42640001,76,17.799999,53426,6.9893951,17.6,36.900002
0.47260001,73.400002,21.799999,59901,5.9354649,9.1000004,37.299999
,,,,,,
0.43630001,76.5,28.5,53963,4.6596518,17,39.700001
0.4544,73.599998,26.200001,49098,5.6173944,18.4,38.599998
0.47659999,90.199997,49.299999,56863,5.2276921,8.1999998,44
0.46970001,93.099998,59.5,76467,4.6775517,5,41.900002
0.41780001,76.800003,28.9,54989,4.7921762,16.6,38.900002
0.45570001,85.900002,27.4,68460,5.6244044,11.3,38.400002
0.42219999,87.099998,33.299999,79573,6.6646333,7,43.200001
0.42050001,82.199997,25.200001,64481,5.593627,14,35.400002
0.39179999,91.400002,32.5,87231,6.4543405,7.5999999,44.299999
0.40599999,87.599998,23,75307,10.118131,8.3999996,39.5
0.38699999,88.199997,26,83459,7.6120129,7.1999998,39.299999
0.48269999,85.199997,26.6,72632,7.0308084,5.5,45.200001
0.4596,91.300003,46.099998,65981,4.1750779,6.5999999,38.599998
0.41119999,76.599998,20.4,61285,8.2157259,11.8,35.299999
0.42039999,78,23.299999,69989,8.65905,10.1,37.900002
0.41260001,77.400002,27.799999,67003,6.8941226,14.9,34.299999
0.42469999,71.599998,19.6,65711,9.9271564,13.1,36.099998
0.43079999,73.699997,18.1,66220,9.5805159,10.5,38.099998
0.4152,75.699997,21.5,69053,6.8170037,13.8,37.5
0.3698,88.900002,27.5,86996,5.5985899,6.8000002,37.400002
0.44139999,83,28.4,66455,9.8082314,9.5,39.900002
,,,,,,
,,,,,,
0.39700001,88.5,39.400002,83376,4.885469,7.1999998,38.400002
0.46160001,86.099998,32,72874,6.6279263,8.3000002,42.099998
0.39520001,83.5,18.4,71663,4.8543692,8.3999996,40
0.3987,86,24,80464,15.556799,8.6000004,39.5
,63.200001,3.2,,44.961239,16.4,45.5
0.47600001,78.199997,35,52975,8.6953783,11.6,35.099998
0.46070001,77.400002,17.799999,48795,15.549378,14.1,34.400002
0.4014,86.599998,21.5,60702,8.2616777,7.0999999,37.5
0.42559999,76.699997,27.299999,59535,11.585643,14.3,35.400002
0.38769999,80.400002,17.5,69259,10.312529,10,35.900002
,,,,,,
0.41080001,90.800003,41.799999,90007,2.998929,4.5999999,42.200001
0.44220001,91,54.400002,118807,3.2258065,3.0999999,48.599998
0.50169998,97.699997,54.599998,140714,3.5958905,3.9000001,53.799999
0.37549999,92.199997,38.700001,102810,5.4809904,5.8000002,41.799999
0.4479,87.199997,37.599998,88455,6.8991952,4.1999998,43.099998
0.43720001,95.5,50.599998,98696,6.0140591,3.8,27.9
0.44069999,96.900002,41.5,92682,5.7480979,4.4000001,41.599998
0.44240001,80.400002,27.799999,71423,5.6597133,12.5,37.700001
0.4488,97.300003,68,151809,5.2255855,2.5999999,42.200001
0.50209999,81.800003,37.599998,75685,3.8934286,9.8000002,38.299999
0.53490001,96.699997,67.5,149174,3.6829836,5,44.900002
0.52740002,98.5,63,96250,5.0660791,1.2,41.700001
0.4621,96.099998,60.400002,123056,4.0705562,6,22.5
,100,71.699997,,9.8214283,6.9000001,20.200001
0.4544,70.599998,19.700001,59580,5.5693703,18.4,34
0.4025,90.599998,36.599998,108628,5.854835,6,39.299999
0.41440001,77.300003,21.1,69914,6.1574435,15,34.900002
0.42390001,91.099998,38.099998,94513,5.4389853,6.0999999,42.700001
,100,60,,0,0,61.5
0.4686,95.800003,55.5,116754,4.2768273,3.0999999,48.200001
0.41850001,89.400002,28.1,89715,7.614852,7,44.200001
0.56800002,92.699997,62.599998,106597,2.3274479,2.9000001,41.099998
0.56849998,91.400002,53.799999,116875,2.9054055,7.1999998,45.5
0.46779999,93.900002,50.599998,89050,5.755363,6.5999999,45.400002
0.41549999,94,41.5,91042,5.1853099,3.4000001,42.400002
0.38690001,95.400002,51.700001,108656,4.2437434,2.2,48.799999
0.39089999,95.699997,56.5,142862,4.7282324,2.8,42.900002
0.5248,98.199997,75.800003,175833,4.9077182,3.7,24
0.45280001,98.900002,46,130547,7.8101072,9.8000002,48.599998
0.47350001,95.5,57.400002,107111,4.4695044,2.0999999,41.599998
0.4082,94.800003,44.400002,109944,4.8073277,3.5,43.799999
0.3955,73.800003,17.299999,79232,6.4650793,14.6,35
0.4874,97.300003,72.300003,158125,2.9358103,3,49.5
0.47979999,95.199997,66.800003,126830,4.4762344,6.4000001,42.200001
0.46799999,98,65.599998,115822,3.7883959,3.3,47.5
0.36759999,89.900002,36.5,103475,7.2506704,7.1999998,40.200001
0.39579999,93,47,104795,6.5705404,5.5999999,38.700001
0.42289999,84.900002,36.900002,101095,4.7346473,10.8,38.599998
0.456,93.800003,53,116250,4.0335827,2.7,41.799999
0.45719999,95.099998,63.400002,140573,2.4056683,1.9,33.599998
0.49630001,72.800003,23.200001,42434,9.3970385,8.6999998,31.9
0.47389999,75.5,22.4,45816,13.261691,8.1000004,33.900002
0.45559999,82,25.4,57443,5.7949724,4.9000001,38.5
0.47499999,88.699997,40.599998,77547,6.5372829,5.3000002,49
0.4474,97.099998,48.099998,99792,5.4668303,1.7,49.099998
0.4066,83.900002,24.1,80563,4.5083561,11.9,38.400002
0.42199999,96.300003,48.799999,118708,3.7726295,3.4000001,43.900002
0.40709999,93.699997,28.299999,94407,6.5214844,6.5999999,42.200001
0.3987,89,24.6,84448,4.8074207,6.1999998,40.900002
0.41229999,94.800003,45.900002,106474,5.4011536,2.5999999,45.299999
